candidate_id,job_id,education_level,years_experience,num_relevant_skills,skills,internal_referral,interview_score,technical_test_score,soft_skill_score,hiring_eligibility
3269,444,Bachelor,14,2,"Leadership, Machine Learning, Excel",Yes,8.89,8.52,6.41,Eligible
3270,346,Bachelor,2,4,"Communication, Machine Learning, SQL, Cloud Computing",Yes,9.03,2.64,7.2,Eligible
3271,1716,Bachelor,14,2,"Python, Leadership, Machine Learning",No,6.95,6.41,5.61,Not Eligible
3272,4693,Bachelor,12,1,"Cloud Computing, Data Visualization",No,9.58,3.18,3.24,Not Eligible
3273,1642,Bachelor,0,2,"Data Visualization, Communication",No,1.65,5.77,5.8,Not Eligible
3274,1160,Master,14,1,SQL,No,4.33,5.81,3.5,Not Eligible
3275,373,Bachelor,8,3,"Leadership, Communication",No,8.13,1.46,2.35,Not Eligible
3276,322,Master,6,4,"Communication, Cloud Computing, Data Visualization, Leadership",No,8.56,9.37,1.87,Eligible
3277,4078,Bachelor,17,2,"Cloud Computing, Data Visualization",No,1.82,2.6,2.52,Not Eligible
3278,1740,Bachelor,7,2,"Excel, Leadership, Python",Yes,6.28,6.18,9.47,Eligible
3279,3185,Bachelor,14,2,"SQL, Machine Learning",No,7,5.12,3.61,Not Eligible
3280,2066,Bachelor,13,2,"Excel, Machine Learning, SQL, Data Visualization",No,3,8.24,6.77,Not Eligible
3281,771,Master,5,3,Data Visualization,No,1.3,4.39,7.87,Not Eligible
3282,595,Bachelor,13,3,Leadership,No,1.19,7.57,6.09,Eligible
3283,122,Bachelor,3,2,Machine Learning,Yes,4.23,7.97,5.56,Not Eligible
3284,11,Master,15,3,Excel,Yes,2.15,2.49,4.14,Not Eligible
3285,1859,Bachelor,13,1,Machine Learning,No,6.14,7.06,2.85,Not Eligible
3286,388,Bachelor,16,3,SQL,Yes,3.25,4.93,9.09,Not Eligible
3287,220,Bachelor,15,4,"Communication, Excel, Leadership",No,4.04,9.59,6.39,Eligible
3288,1161,Bachelor,1,4,SQL,No,4.1,9.89,2.29,Not Eligible
3289,2467,Master,0,1,Communication,Yes,9.38,7.3,7.7,Eligible
3290,431,Master,14,2,Python,Yes,8.75,6.07,1.86,Eligible
3291,2082,Master,8,1,"Cloud Computing, Python, Data Visualization",Yes,6.84,3.86,5.68,Eligible
3292,4415,Bachelor,12,1,"SQL, Excel",No,2.41,3.36,1.55,Not Eligible
3293,3337,Bachelor,16,3,Python,No,1.69,5.31,5.29,Not Eligible
3294,4371,Master,2,2,"Excel, Machine Learning",Yes,4.2,5.82,5.87,Not Eligible
3295,1434,Master,5,3,"Cloud Computing, Python",No,6.14,5.91,5.52,Not Eligible
3296,1198,Bachelor,8,3,"Machine Learning, Cloud Computing, Leadership, Python",No,7.52,8.28,4.95,Eligible
3297,1336,Bachelor,8,2,"Data Visualization, Cloud Computing",No,1.22,8.59,3.2,Not Eligible
3298,2680,Bachelor,19,2,"Communication, Machine Learning, Cloud Computing, Data Visualization",Yes,2.75,4.18,1.82,Not Eligible
3299,4779,Master,16,3,"Excel, Cloud Computing, Python, Leadership",Yes,4.95,5.6,6.64,Not Eligible
3300,3486,Bachelor,8,3,"Leadership, Python, Excel",No,4.24,7.82,2.39,Eligible
3301,4648,Bachelor,1,4,"SQL, Machine Learning",No,5.12,8.85,4.43,Not Eligible
3302,4279,Bachelor,14,1,"Data Visualization, Leadership, Cloud Computing, SQL",No,3.95,2.35,7.62,Not Eligible
3303,442,Bachelor,9,1,Machine Learning,No,6.29,7.72,6.46,Not Eligible
3304,3528,Bachelor,9,3,"Python, Data Visualization",No,8.79,9.27,8.86,Eligible
3305,490,Bachelor,3,3,"Leadership, Cloud Computing",No,1.74,3.26,7.13,Not Eligible
3306,3021,Master,6,3,Python,No,3.64,5.4,9.46,Not Eligible
3307,2341,Bachelor,1,4,Leadership,No,3.4,1.03,2.94,Not Eligible
3308,4062,Master,8,3,"Cloud Computing, Leadership, Machine Learning, Excel",No,5.9,8.4,1.37,Eligible
3309,3769,Bachelor,4,4,"Communication, Data Visualization",No,9.03,8.58,1.71,Not Eligible
3310,2127,Master,9,3,"Communication, Machine Learning, Data Visualization",No,8.38,9.22,2.83,Eligible
3311,4707,Master,8,2,"Data Visualization, Excel, SQL",No,9.12,7.57,1.48,Eligible
3312,4995,Bachelor,7,4,"Machine Learning, SQL",Yes,2.91,4.05,3.38,Not Eligible
3313,1693,Master,2,3,Excel,No,4.09,2.63,8.68,Not Eligible
3314,3544,Bachelor,18,3,"Machine Learning, Data Visualization, Python, SQL",No,3.48,4.04,3.36,Not Eligible
3315,557,Bachelor,17,1,"Machine Learning, Python",Yes,5.91,3.05,8.34,Not Eligible
3316,2647,Bachelor,13,2,Python,No,7.04,1.97,3.88,Not Eligible
3317,2377,Master,10,1,"Communication, Cloud Computing, Leadership, SQL",Yes,4.74,5.19,4.94,Not Eligible
3318,1538,Bachelor,1,3,"Excel, Cloud Computing, Machine Learning",No,3.77,2.84,8.67,Not Eligible
3319,399,Bachelor,1,3,Data Visualization,No,6.69,1.59,5.43,Not Eligible
3320,4754,Bachelor,14,3,"Cloud Computing, SQL",Yes,5.49,6.01,2.11,Not Eligible
3321,3741,Master,17,4,"Python, Data Visualization",Yes,8.46,6.12,4.24,Eligible
3322,1761,Bachelor,15,3,"Excel, Cloud Computing, Machine Learning, Data Visualization",No,1.49,5.57,8.32,Not Eligible
3323,1374,Bachelor,1,4,"SQL, Cloud Computing, Data Visualization",No,7.62,2.58,1.64,Not Eligible
3324,2267,Bachelor,12,3,"SQL, Leadership, Cloud Computing, Data Visualization",Yes,7.23,4.76,7.65,Eligible
3325,3741,Bachelor,19,2,"Leadership, SQL, Cloud Computing, Machine Learning",Yes,8.8,7.33,7.64,Eligible
3326,1662,Bachelor,6,2,Python,No,8.6,7.48,5,Not Eligible
3327,2347,Master,8,4,Data Visualization,No,2.35,6.41,1.18,Not Eligible
3328,2715,Master,18,2,"Python, Machine Learning, Communication",No,6.77,8.5,3.2,Not Eligible
3329,2203,Bachelor,1,2,"SQL, Data Visualization, Machine Learning, Leadership",No,6.44,6.56,3.47,Not Eligible
3330,1654,Bachelor,0,2,"Excel, Communication",No,7.25,1.53,7.86,Not Eligible
3331,3037,Bachelor,7,1,Cloud Computing,Yes,9.83,7.93,5.84,Eligible
3332,1027,Bachelor,18,1,"Communication, Excel, SQL",Yes,1.98,4.47,4.02,Not Eligible
3333,4967,Bachelor,8,2,Leadership,No,6.66,2.99,6.54,Not Eligible
3334,2036,PhD,0,3,"Leadership, Python, Excel, Cloud Computing",Yes,6.37,1.31,1.94,Eligible
3335,653,Bachelor,16,3,"Communication, Python",No,1.07,3.92,9.96,Not Eligible
3336,1084,PhD,19,3,"Machine Learning, Excel, Communication, Leadership",Yes,6.93,6.5,1.69,Eligible
3337,596,PhD,16,2,Leadership,No,5.47,8.68,8.41,Not Eligible
3338,849,Bachelor,6,2,"SQL, Communication, Python, Cloud Computing",No,7.96,3.82,4.97,Not Eligible
3339,2934,Master,2,3,Communication,Yes,7.8,5.57,8.99,Eligible
3340,489,Bachelor,15,1,Data Visualization,No,1.39,2.41,2.79,Not Eligible
3341,2995,Bachelor,1,1,"Machine Learning, Data Visualization, Leadership, Cloud Computing",No,8.02,5.06,5.96,Not Eligible
3342,2371,Bachelor,4,1,Leadership,No,9.07,3.56,6.35,Not Eligible
3343,4965,Bachelor,4,1,Leadership,Yes,6.69,2.31,5.18,Eligible
3344,1430,Master,8,4,"SQL, Communication, Leadership, Python",No,8.82,5.41,3.52,Eligible
3345,1229,Bachelor,14,4,Machine Learning,No,2.87,9.56,8.29,Eligible
3346,321,Bachelor,15,3,SQL,No,9.11,6.5,2.86,Not Eligible
3347,3827,Bachelor,17,4,"Leadership, Machine Learning, Python",Yes,9.42,7.46,3.35,Eligible
3348,937,Bachelor,18,4,Excel,No,3.56,2.99,4.71,Not Eligible
3349,2148,Master,5,1,"Communication, Leadership",No,4.11,4.85,8.47,Not Eligible
3350,1605,PhD,16,4,"Leadership, SQL",No,7.4,8.86,1.07,Eligible
3351,2033,Bachelor,13,2,Cloud Computing,No,4.02,4.88,9.05,Not Eligible
3352,4423,Bachelor,15,2,Python,Yes,9.91,3.77,5.9,Eligible
3353,242,Master,1,2,"Communication, Leadership, SQL, Excel",No,3.59,2.42,1.85,Not Eligible
3354,2093,Master,17,1,"Machine Learning, Excel, Leadership",No,1.26,6.24,3,Not Eligible
3355,750,Bachelor,17,2,"Communication, Cloud Computing, Excel",Yes,8.36,1.64,1.64,Eligible
3356,4061,Bachelor,2,2,SQL,Yes,1.39,2.69,5.04,Not Eligible
3357,1458,Bachelor,13,2,"Leadership, Communication",No,9.77,2.82,1.17,Not Eligible
3358,3240,Bachelor,17,2,"Excel, Machine Learning",Yes,6.4,1.34,7.08,Eligible
3359,2161,Bachelor,18,3,"Communication, Leadership",Yes,4.95,1.84,2.07,Not Eligible
3360,2673,Bachelor,2,1,"Machine Learning, Cloud Computing",No,7.59,4.81,2.84,Not Eligible
3361,1310,Master,6,1,"Data Visualization, Machine Learning, Communication, SQL",No,7.44,1.07,1.13,Eligible
3362,1570,Bachelor,2,4,"Data Visualization, Communication",No,4.5,5.17,3.11,Not Eligible
3363,3073,Bachelor,5,1,"Machine Learning, Python, SQL, Data Visualization",No,2.93,9.72,1.34,Not Eligible
3364,2466,PhD,11,3,"SQL, Python, Machine Learning, Data Visualization",No,8.6,5.1,1.86,Eligible
3365,4283,Bachelor,15,1,"Communication, Data Visualization, Python",Yes,9.3,8.3,9.66,Eligible
3366,1927,Master,19,3,Communication,Yes,9.95,1.02,1.81,Eligible
3367,4545,Master,4,2,"Data Visualization, Leadership",Yes,4.27,7.69,8.07,Not Eligible
3368,2730,Master,10,3,"Cloud Computing, Machine Learning, Excel",Yes,6.19,5.14,6.8,Eligible
3369,978,Bachelor,12,1,"Data Visualization, Leadership",No,9.83,3.63,3.63,Not Eligible
3370,4850,Bachelor,11,3,"Data Visualization, Excel, Machine Learning",No,4.71,1.03,8.74,Not Eligible
3371,1299,Bachelor,15,3,"Data Visualization, Excel",Yes,8.11,6.28,5.27,Eligible
3372,23,Bachelor,14,2,"SQL, Leadership, Communication",Yes,9.46,7.99,3.66,Eligible
3373,3138,Bachelor,6,3,Machine Learning,No,2.67,2.53,8.18,Not Eligible
3374,1110,Bachelor,4,3,"Leadership, Excel",No,7.52,8.08,7.26,Not Eligible
3375,2980,Master,12,4,"Excel, Cloud Computing",Yes,7.33,8.83,1.72,Eligible
3376,4017,Master,14,4,Data Visualization,No,4.5,7.79,3.97,Eligible
3377,4424,Bachelor,8,3,"Machine Learning, Cloud Computing, Data Visualization, Communication",No,9.83,8.29,6.98,Eligible
3378,1977,Bachelor,16,3,"Data Visualization, Communication",No,8.8,6.99,3.3,Not Eligible
3379,3008,PhD,3,1,Machine Learning,Yes,9.95,8.11,6.54,Eligible
3380,1163,Bachelor,13,2,SQL,No,5.95,8.8,3.72,Not Eligible
3381,2283,Master,9,3,"Excel, Leadership, Communication",Yes,3,5.73,2.87,Not Eligible
3382,774,Bachelor,4,2,Communication,No,3.51,8.49,4.19,Not Eligible
3383,874,Bachelor,11,4,"Cloud Computing, SQL",No,8.12,8.11,4.25,Eligible
3384,3050,Bachelor,12,2,"Python, SQL, Cloud Computing",No,4.25,2.75,6.9,Not Eligible
3385,1010,Bachelor,3,1,"Cloud Computing, Data Visualization, Python, Communication",No,2.93,3.59,6.32,Not Eligible
3386,1745,Master,12,3,"Communication, Data Visualization, Cloud Computing, Excel",Yes,9.3,8.9,4.9,Eligible
3387,2276,Bachelor,4,4,"SQL, Excel, Python",No,4.07,4.57,7.72,Not Eligible
3388,1721,Bachelor,0,3,"Cloud Computing, Machine Learning",No,1.73,9.97,8.77,Not Eligible
3389,82,Master,3,1,Python,No,6.1,6.94,1.74,Not Eligible
3390,673,Bachelor,0,4,"Excel, Data Visualization",No,5.95,1.42,6.74,Not Eligible
3391,2237,Bachelor,17,4,Leadership,No,4.8,4.48,7.41,Not Eligible
3392,4114,Master,12,4,"Excel, Data Visualization",Yes,5.02,8.13,4.95,Eligible
3393,1031,Master,14,1,"Excel, Cloud Computing, Leadership, SQL",No,2.98,4.32,1.51,Not Eligible
3394,1221,PhD,8,4,"Leadership, Data Visualization, Excel, Communication",Yes,3.66,4.39,4.95,Not Eligible
3395,4496,Bachelor,8,1,"Leadership, Python",No,5.38,4.1,8.86,Not Eligible
3396,4831,Bachelor,9,2,"Communication, Machine Learning, Excel, SQL",No,9.75,3.96,2.45,Not Eligible
3397,3013,Bachelor,2,3,Machine Learning,No,9.82,2.75,4.28,Not Eligible
3398,74,Bachelor,3,3,Communication,No,1.78,2.71,7.69,Not Eligible
3399,4095,Bachelor,4,4,"Communication, SQL, Machine Learning, Python",No,9.16,8.15,8.87,Not Eligible
3400,413,Bachelor,11,3,Leadership,Yes,4.96,6.54,9.23,Not Eligible
3401,413,Bachelor,5,4,"SQL, Communication, Cloud Computing",No,5.13,3.46,8,Not Eligible
3402,260,Master,5,1,"Python, Cloud Computing",No,4.23,8.04,6.35,Not Eligible
3403,1089,Master,7,2,"Machine Learning, Communication, Leadership, Excel",No,8.91,6.36,4.14,Eligible
3404,988,Bachelor,18,2,"SQL, Leadership",Yes,5.11,5.29,5.39,Not Eligible
3405,4737,Bachelor,19,1,"Data Visualization, Cloud Computing",No,1.05,6.57,1.07,Not Eligible
3406,4602,Master,19,4,"Data Visualization, Excel",No,9.42,3.74,4.15,Eligible
3407,1155,Master,10,3,"SQL, Leadership, Communication",No,9.77,7.67,7.53,Eligible
3408,2802,Master,10,3,Python,No,4.89,3.13,6.9,Not Eligible
3409,66,Bachelor,14,4,"Communication, Cloud Computing, Data Visualization, Python",Yes,4.93,6.01,1.07,Not Eligible
3410,1381,Bachelor,3,4,Machine Learning,No,1.16,8.6,5.93,Not Eligible
3411,878,Master,12,4,"Python, SQL, Machine Learning, Cloud Computing",Yes,2.82,5.7,1.07,Not Eligible
3412,3346,Master,9,2,SQL,No,2.08,5.57,4.27,Not Eligible
3413,1063,Master,13,2,"Python, Leadership",No,8.16,6.83,9.92,Eligible
3414,4584,Bachelor,4,3,"Excel, Python, Data Visualization",No,5.64,3.83,4.69,Not Eligible
3415,1145,Bachelor,16,4,"Machine Learning, Communication, Cloud Computing",No,3.6,9.9,9.04,Eligible
3416,4692,PhD,19,1,"Data Visualization, Python, Cloud Computing, SQL",No,9.32,7.31,1.14,Eligible
3417,2823,Bachelor,6,4,Python,No,6.82,4.02,7.48,Not Eligible
3418,4208,Master,14,1,"Excel, Python, SQL, Cloud Computing",No,9.43,6.71,5.11,Eligible
3419,1425,Bachelor,18,4,"Leadership, Data Visualization",No,3.29,8.9,5.92,Eligible
3420,2628,Bachelor,15,4,"Leadership, Data Visualization",No,8.8,8.58,9.93,Eligible
3421,892,Bachelor,6,2,"Data Visualization, Machine Learning",No,8.69,9.5,3.75,Not Eligible
3422,734,Master,4,1,"Data Visualization, Excel, Communication, SQL",No,9.07,2.39,8.76,Eligible
3423,1,Bachelor,16,4,"SQL, Machine Learning, Leadership",No,8.36,3.86,9.24,Not Eligible
3424,4855,PhD,3,4,"Leadership, SQL, Excel, Data Visualization",No,8.26,9.5,3.68,Eligible
3425,4497,Master,15,1,"Data Visualization, Machine Learning, Leadership, Excel",Yes,8.64,6.86,1.43,Eligible
3426,3664,Bachelor,18,3,"Data Visualization, Python, Machine Learning, Cloud Computing",No,9.06,9.25,8.08,Eligible
3427,4846,Bachelor,3,3,"Cloud Computing, Machine Learning, Excel",Yes,4.81,3.29,9.4,Not Eligible
3428,2851,Bachelor,5,1,"Cloud Computing, Machine Learning",No,2.97,7.68,5.3,Not Eligible
3429,896,Master,13,4,"SQL, Excel",Yes,1.65,5.64,8.87,Not Eligible
3430,2579,Bachelor,19,4,Communication,No,3.48,6.86,2.99,Not Eligible
3431,3677,Bachelor,12,2,"SQL, Communication, Python, Excel",No,8.77,6.1,7.81,Not Eligible
3432,2640,Bachelor,13,4,SQL,Yes,9.97,7.58,7.33,Eligible
3433,2673,Bachelor,6,3,"Cloud Computing, Communication",Yes,4.81,2.85,5.75,Not Eligible
3434,4211,Bachelor,2,3,Machine Learning,Yes,5.21,9.78,3.87,Not Eligible
3435,3756,Bachelor,2,4,"SQL, Machine Learning",No,4.53,5.59,3.26,Not Eligible
3436,1665,Bachelor,17,3,"Cloud Computing, SQL, Machine Learning, Excel",No,5.96,8.38,7.47,Eligible
3437,1242,Bachelor,15,4,"SQL, Data Visualization, Communication",No,5.3,1.18,6.14,Not Eligible
3438,4812,Bachelor,0,2,Communication,No,7.16,2.36,8.77,Not Eligible
3439,37,Master,13,4,Excel,Yes,3.47,4,8.38,Not Eligible
3440,2084,Bachelor,17,3,"Cloud Computing, Excel, Communication",No,4.63,7.39,2.58,Eligible
3441,3997,Master,19,3,"Excel, Leadership, Communication",No,4.62,3.78,2.93,Not Eligible
3442,2373,Bachelor,15,1,"Excel, SQL, Python, Cloud Computing",No,3.87,7.99,9.5,Not Eligible
3443,3686,Bachelor,18,2,"Machine Learning, Excel",Yes,8.18,2.18,4.39,Eligible
3444,643,Master,1,1,Cloud Computing,No,5.86,5,5.93,Not Eligible
3445,2447,Bachelor,8,4,"SQL, Leadership, Communication",No,6.04,3.87,4.8,Not Eligible
3446,3011,Bachelor,12,4,Python,No,3.17,1.88,6.08,Not Eligible
3447,4429,Bachelor,17,1,Data Visualization,No,4.82,7.53,7.08,Not Eligible
3448,3989,Bachelor,19,1,"Python, Cloud Computing, Machine Learning, Data Visualization",Yes,4.1,8.9,4.28,Not Eligible
3449,4143,Bachelor,1,1,"Excel, Cloud Computing, Machine Learning, SQL",Yes,9.17,8.87,3.99,Eligible
3450,35,Bachelor,6,1,"Data Visualization, Excel",No,1.34,3.4,8.61,Not Eligible
3451,1927,Bachelor,12,1,"Cloud Computing, SQL, Data Visualization, Python",No,2.58,9.7,6.56,Not Eligible
3452,1760,Bachelor,7,3,SQL,Yes,6.94,8.21,8.68,Eligible
3453,4606,Master,2,2,Machine Learning,No,6.44,3.15,8.82,Not Eligible
3454,2677,Bachelor,13,1,"Leadership, Data Visualization",Yes,7.43,8.89,2.45,Eligible
3455,2966,Bachelor,7,2,"Excel, Python, Cloud Computing",No,1.41,2.72,8.21,Not Eligible
3456,3910,Bachelor,0,2,SQL,No,8.94,2.33,9.1,Not Eligible
3457,2709,Bachelor,10,4,"Cloud Computing, Excel, Machine Learning, Communication",No,9.38,8.92,4.95,Eligible
3458,1261,Bachelor,0,3,Data Visualization,No,8.04,9.32,5.54,Not Eligible
3459,1383,Bachelor,10,2,"Machine Learning, Leadership, Excel",No,2.57,5.07,4.38,Not Eligible
3460,1585,Bachelor,5,2,Data Visualization,Yes,8.1,6.88,2.36,Eligible
3461,3119,Master,10,2,Data Visualization,No,3.85,3.88,5.8,Not Eligible
3462,3173,Bachelor,17,2,"Cloud Computing, Machine Learning, Excel, Python",No,2.37,7.89,4.58,Not Eligible
3463,1947,Master,8,3,"SQL, Cloud Computing, Excel, Communication",No,1.73,8.53,8.41,Eligible
3464,2646,Bachelor,12,3,"Machine Learning, Excel, SQL",Yes,1.42,2.81,5.37,Not Eligible
3465,3500,Bachelor,9,4,"Machine Learning, Data Visualization, SQL",No,8.58,7.24,9.61,Eligible
3466,4498,PhD,9,1,"Python, Machine Learning, Data Visualization",No,8.59,8.98,7.63,Eligible
3467,1773,PhD,2,4,"Leadership, Machine Learning, Python, Communication",Yes,1.3,7.91,3.09,Not Eligible
3468,3046,Bachelor,3,2,"Cloud Computing, Leadership",No,7.44,8.14,4.62,Not Eligible
3469,2596,Bachelor,9,4,"Machine Learning, Cloud Computing, Leadership",Yes,3.29,3.07,6.52,Not Eligible
3470,3388,Master,18,2,Communication,No,3,8.43,2.21,Not Eligible
3471,237,Bachelor,17,4,"Cloud Computing, Data Visualization",Yes,6.06,5.57,5.58,Eligible
3472,4960,Master,6,4,"Communication, Excel, Data Visualization",No,5.12,1.11,8.82,Not Eligible
3473,4938,Master,1,4,"Machine Learning, Cloud Computing, Excel, Data Visualization",No,2.7,7.01,2.57,Not Eligible
3474,3501,Master,8,3,Data Visualization,No,1.05,7.98,1.76,Eligible
3475,4426,Bachelor,7,4,Leadership,No,3.9,8.04,5.47,Eligible
3476,459,PhD,2,3,"Communication, Leadership",No,4.65,9.4,9.02,Not Eligible
3477,1673,Bachelor,11,3,"Machine Learning, Python, Leadership, Cloud Computing",No,5.28,1.77,7.33,Not Eligible
3478,185,Bachelor,9,4,"Data Visualization, Communication, Python",No,4.67,2.69,6.17,Not Eligible
3479,4178,Bachelor,13,2,Python,Yes,4.42,9.34,2.57,Not Eligible
3480,313,Bachelor,0,3,"Communication, Leadership",No,9.67,7.76,7.69,Not Eligible
3481,2991,Bachelor,18,4,"Excel, Python",No,9.28,4.75,7.07,Not Eligible
3482,4619,Master,13,4,"SQL, Machine Learning",No,4.52,2.25,9.62,Not Eligible
3483,1948,Bachelor,19,2,Communication,No,9.47,8.54,2.11,Not Eligible
3484,2735,Master,5,3,"Communication, Data Visualization, Excel, SQL",No,1.78,3.8,3.97,Not Eligible
3485,1821,Bachelor,15,2,"Data Visualization, Leadership, Machine Learning, Communication",Yes,1.11,8.51,5.35,Not Eligible
3486,4199,PhD,3,1,"Data Visualization, Excel, Machine Learning, Communication",No,3.98,6.02,6.76,Not Eligible
3487,3414,Bachelor,8,3,"Communication, Machine Learning, Cloud Computing",No,2.67,5.83,5.23,Not Eligible
3488,2036,Bachelor,7,1,"Leadership, Cloud Computing",No,7.34,6.42,4.5,Not Eligible
3489,2835,Master,5,4,"Cloud Computing, Python, Communication, Data Visualization",No,6.64,4.78,4.33,Not Eligible
3490,3218,Master,9,3,Excel,Yes,9.77,1.99,1.86,Eligible
3491,3258,Bachelor,6,3,"Machine Learning, Leadership, Communication",No,7.79,6.27,4.68,Not Eligible
3492,4806,Bachelor,10,2,"Leadership, Communication, Python, Data Visualization",No,4.55,4.79,3.26,Not Eligible
3493,3273,Bachelor,4,1,"Data Visualization, Communication",Yes,3.42,5.13,3.62,Not Eligible
3494,30,Bachelor,13,2,"Python, SQL, Communication",No,1.49,6.4,1.03,Not Eligible
3495,3807,Master,8,4,"Leadership, Excel, Communication",No,3.38,2.28,1.32,Not Eligible
3496,3235,Master,19,2,"Excel, SQL, Leadership",No,2.64,3.15,3.56,Not Eligible
3497,529,Bachelor,19,2,"Leadership, Machine Learning, Communication",No,8.55,3.59,2.72,Not Eligible
3498,2794,Bachelor,19,2,"Machine Learning, Cloud Computing",No,3.93,4.39,6.02,Not Eligible
3499,1503,Bachelor,19,3,"Cloud Computing, Leadership, Machine Learning, Excel",Yes,7.15,1.88,5.62,Eligible
3500,801,Bachelor,5,4,Data Visualization,No,6.83,2.41,8.69,Not Eligible
3501,754,Master,6,4,"Machine Learning, Leadership, Data Visualization, SQL",No,1.53,3.3,1.55,Not Eligible
3502,3876,Master,3,2,"Machine Learning, Excel, Communication, SQL",No,1.2,7.25,7.19,Not Eligible
3503,772,Bachelor,16,3,"Machine Learning, Leadership",No,5.01,7.04,9.18,Eligible
3504,4613,Bachelor,3,3,"SQL, Communication",Yes,9.33,1.08,6.57,Eligible
3505,1216,Master,19,2,"Leadership, Machine Learning",No,6.75,1.64,8.65,Not Eligible
3506,2901,Bachelor,13,4,Machine Learning,No,8.71,5.49,6.16,Not Eligible
3507,2026,Bachelor,17,3,"Leadership, Communication, Cloud Computing",No,1.4,4.83,8,Not Eligible
3508,2674,Bachelor,7,1,"Communication, Excel, SQL, Leadership",No,4.41,3.65,1.6,Not Eligible
3509,4387,Bachelor,4,1,"Communication, Machine Learning, Data Visualization, Leadership",No,1.53,5.51,2.5,Not Eligible
3510,3098,PhD,13,4,Communication,No,4.07,2.8,1.81,Not Eligible
3511,4762,Bachelor,8,4,Excel,No,3.56,2.22,9.21,Not Eligible
3512,4133,Bachelor,19,4,"Machine Learning, Cloud Computing, SQL, Leadership",Yes,9.29,1.63,6.12,Eligible
3513,651,Bachelor,2,1,"Leadership, Communication",No,8.36,1.65,4.08,Not Eligible
3514,2114,Bachelor,16,1,"Leadership, Communication",No,8.26,2.78,5.79,Not Eligible
3515,1408,Master,17,3,"Communication, Leadership",No,1.22,8.12,1.08,Eligible
3516,402,Master,3,4,"Excel, Cloud Computing, SQL, Machine Learning",No,5.57,8.22,7.24,Not Eligible
